0 0 0 0 0 0 0 0 0 6 15 0 0 0 0 0 0 0 0 0 0 0 0 15 0 13 15 15 0 0 0 0 15 15 0 13 13 0 13 0 0 0 0 0 0 0 15 13 0 0 11 0 0 3 0 0 0 15 0 0 0 0 15 0 0 0 0 0 15 0 0 11 15 15 0 15 11 0 15 15 0 0 0 15 0 0 15 15 15 15 15 15 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 6 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 5 0 15 0 0 0 0 0 0 0 0 0 13 13 0 0 0 0 0 0 15 0 0 15 5 0 0 15 3 0 0 0 15 15 1 15 0 0 0 15 0 0 0 0 0 0 11 0 0 15 0 0 0 0 15 15 0 0 15 9 0 0 15 15 0 0 0 0 15 15 11 11 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 0 15 15 15 0 15 0 0 13 15 0 0 15 15 0 0 0 15 15 0 0 0 9 15 15 0 11 15 15 0 0 0 0 0 0 0 15 0 0 15 15 0 0 0 0 0 0 15 15 11 0 15 0 15 9 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 15 15 15 15 15 15 15 0 0 0 15 15 0 0 0 0 0 0 15 15 3 0 0 0 15 0 0 15 11 15 15 0 15 9 0 0 0 0 15 15 15 15 15 15 0 0 0 0 0 15 15 15 15 0 15 15 15 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 0 15 0 0 0 15 0 15 15 0 15 15 0 0 0 15 15 0 0 15 15 0 0 15 11 15 15 15 15 15 0 0 0 0 15 15 15 0 0 15 15 0 15 15 0 0 15 15 15 15 0 0 0 0 15 15 15 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 15 0 11 0 0 0 15 15 15 15 15 15 0 0 0 14 0 15 15 0 0 0 0 15 11 11 15 0 0 0 15 0 0 0 15 0 0 0 0 0 0 0 14 15 15 15 0 0 15 0 0 15 0 15 0 0 0 0 15 15 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 15 15 15 0 15 0 15 0 0 15 0 15 15 0 15 0 14 15 15 15 15 0 0 15 15 0 15 0 0 0 0 15 0 0 0 0 0 0 15 15 15 0 14 15 15 0 0 15 0 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 15 15 15 15 0 0 15 0 15 15 0 15 15 0 15 0 10 0 0 0 11 0 0 0 0 0 0 0 15 0 0 0 0 15 15 15 14 0 15 15 0 15 15 0 15 15 15 0 11 0 0 0 0 0 0 0 0 0 0 0 0 15 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 13 0 0 15 15 15 15 0 0 9 0 0 0 0 15 0 15 0 15 0 0 10 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 14 0 0 0 15 15 0 15 15 15 0 11 11 0 0 0 0 0 0 0 0 0 0 0 0 0 15 
0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 11 15 15 13 0 15 15 15 15 15 15 0 9 15 0 0 0 0 0 0 0 15 15 0 0 0 0 0 0 0 0 0 0 15 0 0 0 11 0 0 0 0 15 14 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 0 0 0 0 0 15 
0 0 0 0 0 0 0 15 15 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 15 0 0 15 15 0 0 15 0 0 0 0 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 15 0 11 11 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 0 0 0 0 15 0 
0 0 0 0 0 0 15 15 9 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 3 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 9 15 15 15 0 15 0 0 0 0 0 0 15 15 0 0 0 0 0 15 0 0 0 0 7 15 0 0 15 0 0 0 0 0 15 0 15 0 0 0 0 0 15 15 15 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 15 0 0 1 0 0 0 0 0 0 15 0 0 0 15 0 0 15 0 0 0 0 0 0 3 0 0 0 0 0 0 15 15 0 0 0 0 0 13 0 0 0 0 0 0 0 15 0 0 0 15 0 15 15 0 15 0 0 0 15 15 15 0 7 15 15 0 0 0 0 0 0 0 0 15 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 0 0 0 0 13 0 0 15 11 0 0 0 0 0 0 0 0 0 15 0 15 0 0 0 0 15 15 0 7 7 15 15 9 0 0 0 15 15 0 0 15 15 0 15 0 0 0 0 15 0 15 0 0 0 0 0 0 0 
0 0 0 0 0 0 15 9 0 0 15 0 0 0 0 0 0 0 0 0 0 14 15 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 15 0 15 0 0 0 13 0 0 0 0 11 15 0 0 0 0 0 0 0 0 15 9 0 0 0 15 0 0 15 15 0 15 15 0 15 0 0 0 15 0 0 11 0 15 0 0 0 0 0 0 0 0 15 15 15 0 0 0 0 15 0 
0 0 0 0 0 15 0 0 15 0 0 15 0 0 0 0 0 0 0 0 0 0 15 0 0 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 15 0 0 11 0 0 0 0 0 0 0 0 15 9 0 0 15 15 0 15 0 0 0 0 15 0 0 0 0 15 0 0 0 9 9 15 0 15 0 0 0 0 0 0 0 0 9 0 0 0 15 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 11 0 0 0 0 0 11 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 0 15 0 15 15 0 0 0 0 0 0 0 0 15 0 15 9 9 9 0 0 0 15 0 11 11 0 0 0 0 0 0 0 15 0 0 0 15 0 0 15 0 0 0 0 0 0 3 15 0 15 0 0 0 0 0 
0 0 0 11 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 11 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 15 0 15 15 9 9 0 14 15 0 0 0 0 0 0 15 0 9 0 0 0 15 0 15 11 11 0 0 0 0 0 0 0 0 0 15 15 15 0 0 0 0 0 0 0 0 0 0 15 15 15 11 0 0 0 0 0 
0 0 0 0 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 0 0 0 15 9 0 9 14 0 0 0 0 0 0 15 9 9 9 0 0 0 0 0 15 0 0 0 0 0 0 15 0 0 0 0 15 0 15 0 0 0 0 0 0 0 0 0 0 15 15 0 9 0 0 0 0 
0 15 15 0 15 15 15 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 15 15 0 0 0 14 14 14 0 0 0 15 0 0 15 9 0 0 0 0 11 15 15 15 15 0 0 0 0 15 15 15 0 0 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 
15 0 15 0 15 0 15 0 0 0 0 0 0 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 0 0 0 14 14 8 0 0 0 0 15 15 0 0 9 0 0 0 0 11 15 0 0 0 0 0 0 0 15 15 15 15 0 0 0 15 0 0 0 0 0 11 0 0 0 0 0 0 15 15 0 0 0 0 
0 0 0 0 0 0 15 15 0 0 0 0 15 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 15 15 15 0 0 14 0 0 0 0 0 0 15 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 15 0 15 15 15 0 0 0 11 11 0 0 0 0 11 0 0 15 0 0 0 0 
0 0 15 15 15 0 13 0 11 0 0 9 9 15 15 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 13 0 0 0 0 0 0 0 0 15 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 
15 0 15 0 15 0 0 0 0 0 15 9 0 0 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 15 0 0 0 0 9 0 0 0 0 0 9 0 0 0 15 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 0 9 0 0 0 0 0 15 0 0 0 11 0 0 0 0 0 0 
0 15 0 15 0 0 11 11 0 15 0 0 0 15 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 14 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 9 0 15 15 0 0 0 0 0 0 15 15 0 0 0 0 0 0 0 0 0 0 
13 0 0 15 11 0 11 0 0 15 0 15 9 0 9 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 14 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 
13 0 0 15 0 15 15 11 11 0 0 0 9 9 9 0 0 0 0 0 0 0 0 0 0 15 15 15 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 15 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 15 0 15 15 0 0 15 0 0 0 0 0 0 
0 0 15 0 15 15 15 0 11 11 0 0 9 0 0 9 0 0 0 0 0 0 0 0 15 0 15 0 0 0 0 15 0 0 0 0 1 0 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 15 15 15 15 15 15 15 0 0 0 0 0 0 0 
9 15 0 15 15 15 7 0 11 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 15 0 0 0 0 0 1 15 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 15 15 15 0 15 0 0 0 0 0 15 15 
15 0 0 0 15 0 0 0 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 15 15 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 15 15 15 1 0 0 14 0 0 0 0 15 
11 15 15 0 15 0 0 0 0 15 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 14 0 0 0 0 15 
